[1.197s][info][gc,metaspace ] GC(12) Metaspace: 6493K->6493K(1056768K)
[1.197s][info][gc           ] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 306M->2M(512M) 2.133ms
[1.197s][info][gc,cpu       ] GC(12) User=0.00s Sys=0.00s Real=0.00s
[1.260s][info][gc,start     ] GC(13) Pause Young (Normal) (G1 Evacuation Pause)
[1.260s][info][gc,task      ] GC(13) Using 8 workers of 8 for evacuation
[1.262s][info][gc,phases    ] GC(13)   Pre Evacuate Collection Set: 0.0ms
[1.262s][info][gc,phases    ] GC(13)   Evacuate Collection Set: 1.6ms
[1.262s][info][gc,phases    ] GC(13)   Post Evacuate Collection Set: 0.3ms
[1.262s][info][gc,phases    ] GC(13)   Other: 0.1ms
[1.262s][info][gc,heap      ] GC(13) Eden regions: 304->0(304)
[1.262s][info][gc,heap      ] GC(13) Survivor regions: 3->3(39)
[1.262s][info][gc,heap      ] GC(13) Old regions: 0->0
[1.262s][info][gc,heap      ] GC(13) Humongous regions: 0->0
[1.262s][info][gc,metaspace ] GC(13) Metaspace: 7413K->7413K(1056768K)
[1.262s][info][gc           ] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 306M->2M(512M) 2.221ms
[1.262s][info][gc,cpu       ] GC(13) User=0.01s Sys=0.00s Real=0.00s
[1.336s][info][gc,start     ] GC(14) Pause Young (Normal) (G1 Evacuation Pause)
[1.336s][info][gc,task      ] GC(14) Using 8 workers of 8 for evacuation
[1.338s][info][gc,phases    ] GC(14)   Pre Evacuate Collection Set: 0.0ms
[1.338s][info][gc,phases    ] GC(14)   Evacuate Collection Set: 1.6ms
[1.338s][info][gc,phases    ] GC(14)   Post Evacuate Collection Set: 0.3ms
[1.338s][info][gc,phases    ] GC(14)   Other: 0.1ms
[1.338s][info][gc,heap      ] GC(14) Eden regions: 304->0(303)
[1.338s][info][gc,heap      ] GC(14) Survivor regions: 3->4(39)
[1.338s][info][gc,heap      ] GC(14) Old regions: 0->0
[1.338s][info][gc,heap      ] GC(14) Humongous regions: 0->0
[1.338s][info][gc,metaspace ] GC(14) Metaspace: 7413K->7413K(1056768K)
[1.338s][info][gc           ] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 306M->3M(512M) 2.171ms
[1.338s][info][gc,cpu       ] GC(14) User=0.01s Sys=0.00s Real=0.00s
[1.408s][info][gc,start     ] GC(15) Pause Young (Normal) (G1 Evacuation Pause)
[1.408s][info][gc,task      ] GC(15) Using 8 workers of 8 for evacuation
[1.411s][info][gc,phases    ] GC(15)   Pre Evacuate Collection Set: 0.0ms
[1.411s][info][gc,phases    ] GC(15)   Evacuate Collection Set: 2.3ms
[1.411s][info][gc,phases    ] GC(15)   Post Evacuate Collection Set: 0.3ms
[1.411s][info][gc,phases    ] GC(15)   Other: 0.2ms
[1.411s][info][gc,heap      ] GC(15) Eden regions: 303->0(304)
[1.411s][info][gc,heap      ] GC(15) Survivor regions: 4->3(39)
[1.411s][info][gc,heap      ] GC(15) Old regions: 0->1
[1.411s][info][gc,heap      ] GC(15) Humongous regions: 0->0
[1.411s][info][gc,metaspace ] GC(15) Metaspace: 7413K->7413K(1056768K)
[1.411s][info][gc           ] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 306M->3M(512M) 3.065ms
[1.411s][info][gc,cpu       ] GC(15) User=0.02s Sys=0.00s Real=0.01s
[1.482s][info][gc,start     ] GC(16) Pause Young (Normal) (G1 Evacuation Pause)
[1.482s][info][gc,task      ] GC(16) Using 8 workers of 8 for evacuation
[1.484s][info][gc,phases    ] GC(16)   Pre Evacuate Collection Set: 0.0ms
[1.484s][info][gc,phases    ] GC(16)   Evacuate Collection Set: 0.9ms
[1.484s][info][gc,phases    ] GC(16)   Post Evacuate Collection Set: 0.3ms
[1.484s][info][gc,phases    ] GC(16)   Other: 0.2ms
[1.484s][info][gc,heap      ] GC(16) Eden regions: 304->0(304)
[1.484s][info][gc,heap      ] GC(16) Survivor regions: 3->3(39)
[1.484s][info][gc,heap      ] GC(16) Old regions: 1->1
[1.484s][info][gc,heap      ] GC(16) Humongous regions: 0->0
[1.484s][info][gc,metaspace ] GC(16) Metaspace: 7413K->7413K(1056768K)
[1.484s][info][gc           ] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 307M->3M(512M) 1.468ms
[1.484s][info][gc,cpu       ] GC(16) User=0.00s Sys=0.00s Real=0.00s
[1.565s][info][gc,start     ] GC(17) Pause Young (Normal) (G1 Evacuation Pause)
[1.565s][info][gc,task      ] GC(17) Using 8 workers of 8 for evacuation
[1.566s][info][gc,phases    ] GC(17)   Pre Evacuate Collection Set: 0.0ms
[1.566s][info][gc,phases    ] GC(17)   Evacuate Collection Set: 0.8ms
[1.566s][info][gc,phases    ] GC(17)   Post Evacuate Collection Set: 0.3ms
[1.566s][info][gc,phases    ] GC(17)   Other: 0.2ms
[1.566s][info][gc,heap      ] GC(17) Eden regions: 304->0(304)
[1.566s][info][gc,heap      ] GC(17) Survivor regions: 3->3(39)
[1.567s][info][gc,heap      ] GC(17) Old regions: 1->2
[1.567s][info][gc,heap      ] GC(17) Humongous regions: 0->0
[1.567s][info][gc,metaspace ] GC(17) Metaspace: 7413K->7413K(1056768K)
[1.567s][info][gc           ] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 307M->3M(512M) 1.408ms
[1.567s][info][gc,cpu       ] GC(17) User=0.01s Sys=0.00s Real=0.00s
[1.640s][info][gc,start     ] GC(18) Pause Young (Normal) (G1 Evacuation Pause)
[1.640s][info][gc,task      ] GC(18) Using 8 workers of 8 for evacuation
[1.641s][info][gc,phases    ] GC(18)   Pre Evacuate Collection Set: 0.0ms
[1.641s][info][gc,phases    ] GC(18)   Evacuate Collection Set: 0.8ms
[1.641s][info][gc,phases    ] GC(18)   Post Evacuate Collection Set: 0.3ms
[1.641s][info][gc,phases    ] GC(18)   Other: 0.2ms
[1.641s][info][gc,heap      ] GC(18) Eden regions: 304->0(304)
[1.641s][info][gc,heap      ] GC(18) Survivor regions: 3->3(39)
[1.641s][info][gc,heap      ] GC(18) Old regions: 2->2
[1.641s][info][gc,heap      ] GC(18) Humongous regions: 0->0
[1.641s][info][gc,metaspace ] GC(18) Metaspace: 7413K->7413K(1056768K)
[1.641s][info][gc           ] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 307M->3M(512M) 1.429ms
[1.641s][info][gc,cpu       ] GC(18) User=0.00s Sys=0.00s Real=0.01s
[1.713s][info][gc,start     ] GC(19) Pause Young (Normal) (G1 Evacuation Pause)
[1.713s][info][gc,task      ] GC(19) Using 8 workers of 8 for evacuation
[1.715s][info][gc,phases    ] GC(19)   Pre Evacuate Collection Set: 0.0ms
[1.715s][info][gc,phases    ] GC(19)   Evacuate Collection Set: 0.8ms
[1.715s][info][gc,phases    ] GC(19)   Post Evacuate Collection Set: 0.3ms
[1.715s][info][gc,phases    ] GC(19)   Other: 0.2ms
[1.715s][info][gc,heap      ] GC(19) Eden regions: 304->0(304)
[1.715s][info][gc,heap      ] GC(19) Survivor regions: 3->3(39)
[1.715s][info][gc,heap      ] GC(19) Old regions: 2->2
[1.715s][info][gc,heap      ] GC(19) Humongous regions: 0->0
[1.715s][info][gc,metaspace ] GC(19) Metaspace: 7413K->7413K(1056768K)
[1.715s][info][gc           ] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 307M->3M(512M) 1.425ms
[1.715s][info][gc,cpu       ] GC(19) User=0.00s Sys=0.00s Real=0.00s
[1.794s][info][gc,start     ] GC(20) Pause Young (Normal) (G1 Evacuation Pause)
[1.794s][info][gc,task      ] GC(20) Using 8 workers of 8 for evacuation
[1.795s][info][gc,phases    ] GC(20)   Pre Evacuate Collection Set: 0.0ms
[1.795s][info][gc,phases    ] GC(20)   Evacuate Collection Set: 0.8ms
[1.795s][info][gc,phases    ] GC(20)   Post Evacuate Collection Set: 0.3ms
[1.795s][info][gc,phases    ] GC(20)   Other: 0.2ms
[1.795s][info][gc,heap      ] GC(20) Eden regions: 304->0(304)
[1.795s][info][gc,heap      ] GC(20) Survivor regions: 3->3(39)
[1.795s][info][gc,heap      ] GC(20) Old regions: 2->2
[1.795s][info][gc,heap      ] GC(20) Humongous regions: 0->0
[1.795s][info][gc,metaspace ] GC(20) Metaspace: 7413K->7413K(1056768K)
[1.795s][info][gc           ] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 307M->3M(512M) 1.428ms
[1.795s][info][gc,cpu       ] GC(20) User=0.01s Sys=0.00s Real=0.00s
[1.869s][info][gc,start     ] GC(21) Pause Young (Normal) (G1 Evacuation Pause)
[1.869s][info][gc,task      ] GC(21) Using 8 workers of 8 for evacuation
[1.871s][info][gc,phases    ] GC(21)   Pre Evacuate Collection Set: 0.0ms
[1.871s][info][gc,phases    ] GC(21)   Evacuate Collection Set: 0.8ms
[1.871s][info][gc,phases    ] GC(21)   Post Evacuate Collection Set: 0.3ms
[1.871s][info][gc,phases    ] GC(21)   Other: 0.2ms
[1.871s][info][gc,heap      ] GC(21) Eden regions: 304->0(304)
[1.871s][info][gc,heap      ] GC(21) Survivor regions: 3->3(39)
[1.871s][info][gc,heap      ] GC(21) Old regions: 2->2
[1.871s][info][gc,heap      ] GC(21) Humongous regions: 0->0
[1.871s][info][gc,metaspace ] GC(21) Metaspace: 7413K->7413K(1056768K)
[1.871s][info][gc           ] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 307M->3M(512M) 1.499ms
[1.871s][info][gc,cpu       ] GC(21) User=0.00s Sys=0.00s Real=0.01s
[1.946s][info][gc,start     ] GC(22) Pause Young (Normal) (G1 Evacuation Pause)
[1.946s][info][gc,task      ] GC(22) Using 8 workers of 8 for evacuation
[1.947s][info][gc,phases    ] GC(22)   Pre Evacuate Collection Set: 0.0ms
[1.947s][info][gc,phases    ] GC(22)   Evacuate Collection Set: 0.9ms
[1.947s][info][gc,phases    ] GC(22)   Post Evacuate Collection Set: 0.3ms
[1.947s][info][gc,phases    ] GC(22)   Other: 0.2ms
[1.948s][info][gc,heap      ] GC(22) Eden regions: 304->0(304)
[1.948s][info][gc,heap      ] GC(22) Survivor regions: 3->3(39)
[1.948s][info][gc,heap      ] GC(22) Old regions: 2->2
[1.948s][info][gc,heap      ] GC(22) Humongous regions: 0->0
[1.948s][info][gc,metaspace ] GC(22) Metaspace: 7413K->7413K(1056768K)
[1.948s][info][gc           ] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 307M->4M(512M) 1.594ms
[1.948s][info][gc,cpu       ] GC(22) User=0.01s Sys=0.01s Real=0.00s
[2.027s][info][gc,start     ] GC(23) Pause Young (Normal) (G1 Evacuation Pause)
[2.027s][info][gc,task      ] GC(23) Using 8 workers of 8 for evacuation
[2.028s][info][gc,phases    ] GC(23)   Pre Evacuate Collection Set: 0.0ms
[2.028s][info][gc,phases    ] GC(23)   Evacuate Collection Set: 0.7ms
[2.028s][info][gc,phases    ] GC(23)   Post Evacuate Collection Set: 0.3ms
[2.028s][info][gc,phases    ] GC(23)   Other: 0.2ms
[2.028s][info][gc,heap      ] GC(23) Eden regions: 304->0(304)
[2.028s][info][gc,heap      ] GC(23) Survivor regions: 3->3(39)
[2.028s][info][gc,heap      ] GC(23) Old regions: 2->2
[2.028s][info][gc,heap      ] GC(23) Humongous regions: 0->0
[2.029s][info][gc,metaspace ] GC(23) Metaspace: 7413K->7413K(1056768K)
[2.029s][info][gc           ] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 308M->4M(512M) 1.288ms
[2.029s][info][gc,cpu       ] GC(23) User=0.01s Sys=0.00s Real=0.00s
[2.101s][info][gc,start     ] GC(24) Pause Young (Normal) (G1 Evacuation Pause)
[2.101s][info][gc,task      ] GC(24) Using 8 workers of 8 for evacuation
[2.102s][info][gc,phases    ] GC(24)   Pre Evacuate Collection Set: 0.0ms
[2.103s][info][gc,phases    ] GC(24)   Evacuate Collection Set: 1.0ms
[2.103s][info][gc,phases    ] GC(24)   Post Evacuate Collection Set: 0.3ms
[2.103s][info][gc,phases    ] GC(24)   Other: 0.2ms
[2.103s][info][gc,heap      ] GC(24) Eden regions: 304->0(304)
[2.103s][info][gc,heap      ] GC(24) Survivor regions: 3->3(39)
[2.103s][info][gc,heap      ] GC(24) Old regions: 2->2
[2.103s][info][gc,heap      ] GC(24) Humongous regions: 0->0
[2.103s][info][gc,metaspace ] GC(24) Metaspace: 7413K->7413K(1056768K)
[2.103s][info][gc           ] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 308M->4M(512M) 1.641ms
[2.103s][info][gc,cpu       ] GC(24) User=0.00s Sys=0.00s Real=0.00s
[2.179s][info][gc,start     ] GC(25) Pause Young (Normal) (G1 Evacuation Pause)
[2.179s][info][gc,task      ] GC(25) Using 8 workers of 8 for evacuation
[2.180s][info][gc,phases    ] GC(25)   Pre Evacuate Collection Set: 0.0ms
[2.180s][info][gc,phases    ] GC(25)   Evacuate Collection Set: 0.9ms
[2.180s][info][gc,phases    ] GC(25)   Post Evacuate Collection Set: 0.2ms
[2.180s][info][gc,phases    ] GC(25)   Other: 0.2ms
[2.180s][info][gc,heap      ] GC(25) Eden regions: 304->0(304)
[2.180s][info][gc,heap      ] GC(25) Survivor regions: 3->3(39)
[2.180s][info][gc,heap      ] GC(25) Old regions: 2->3
[2.180s][info][gc,heap      ] GC(25) Humongous regions: 0->0
[2.180s][info][gc,metaspace ] GC(25) Metaspace: 7413K->7413K(1056768K)
[2.180s][info][gc           ] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 308M->4M(512M) 1.508ms
[2.180s][info][gc,cpu       ] GC(25) User=0.00s Sys=0.00s Real=0.01s
[2.267s][info][gc,start     ] GC(26) Pause Young (Normal) (G1 Evacuation Pause)
[2.267s][info][gc,task      ] GC(26) Using 8 workers of 8 for evacuation
[2.268s][info][gc,phases    ] GC(26)   Pre Evacuate Collection Set: 0.0ms
[2.268s][info][gc,phases    ] GC(26)   Evacuate Collection Set: 0.7ms
[2.268s][info][gc,phases    ] GC(26)   Post Evacuate Collection Set: 0.3ms
[2.268s][info][gc,phases    ] GC(26)   Other: 0.1ms
[2.268s][info][gc,heap      ] GC(26) Eden regions: 304->0(304)
[2.268s][info][gc,heap      ] GC(26) Survivor regions: 3->3(39)
[2.268s][info][gc,heap      ] GC(26) Old regions: 3->3
[2.268s][info][gc,heap      ] GC(26) Humongous regions: 0->0
[2.268s][info][gc,metaspace ] GC(26) Metaspace: 7413K->7413K(1056768K)
